id,created_at,round,match,listType,voter_discord_id,winningSubmission,losingSubmission
978,2025-04-18 19:45:27.612826+00,1,5,best,erdmoon,68,52
979,2025-04-18 19:45:38.557758+00,1,6,best,erdmoon,105,47
980,2025-04-18 19:46:02.994716+00,1,7,best,erdmoon,98,120
981,2025-04-18 19:46:10.065149+00,2,0,best,erdmoon,118,115
982,2025-04-18 19:46:36.584896+00,2,1,best,erdmoon,72,107
983,2025-04-18 19:46:42.278963+00,2,2,best,erdmoon,68,65
984,2025-04-18 19:46:48.979824+00,2,3,best,erdmoon,105,98
985,2025-04-18 19:47:02.285964+00,3,0,best,erdmoon,118,72
986,2025-04-18 19:47:27.242448+00,3,1,best,erdmoon,68,105
987,2025-04-18 19:47:34.123592+00,4,0,best,erdmoon,68,118
988,2025-04-18 19:47:50.588438+00,0,0,best,marru01,45,123
989,2025-04-18 19:47:57.161296+00,0,0,worst,erdmoon,46,108
990,2025-04-18 19:48:04.799379+00,0,1,best,marru01,118,94
991,2025-04-18 19:48:16.586913+00,0,1,worst,erdmoon,99,79
992,2025-04-18 19:48:25.959156+00,0,2,worst,erdmoon,104,127
993,2025-04-18 19:48:27.339608+00,0,2,best,marru01,86,111
994,2025-04-18 19:48:33.712543+00,0,3,best,marru01,101,91
995,2025-04-18 19:48:43.767637+00,0,4,best,marru01,72,115
996,2025-04-18 19:48:47.434276+00,0,3,worst,erdmoon,126,51
997,2025-04-18 19:48:51.706657+00,1,0,best,marru01,118,45
998,2025-04-18 19:49:00.994128+00,0,4,worst,erdmoon,89,53
999,2025-04-18 19:49:10.240112+00,1,1,best,marru01,86,101
1000,2025-04-18 19:49:13.604953+00,0,5,worst,erdmoon,117,96
1001,2025-04-18 19:49:25.854261+00,1,0,worst,erdmoon,46,99
1002,2025-04-18 19:49:35.526785+00,1,1,worst,erdmoon,104,126
1003,2025-04-18 19:49:50.687686+00,1,2,worst,erdmoon,89,117
1004,2025-04-18 19:50:02.903046+00,1,3,worst,erdmoon,122,113
1005,2025-04-18 19:50:29.938264+00,1,2,best,marru01,109,72
1006,2025-04-18 19:50:33.163434+00,1,4,worst,erdmoon,87,62
1007,2025-04-18 19:50:43.315716+00,1,3,best,marru01,107,114
1008,2025-04-18 19:50:44.049863+00,1,5,worst,erdmoon,70,124
1009,2025-04-18 19:51:01.479383+00,1,4,best,marru01,65,61
1010,2025-04-18 19:51:02.423113+00,1,6,worst,erdmoon,110,119
1011,2025-04-18 19:51:09.225546+00,1,5,best,marru01,52,68
1012,2025-04-18 19:51:10.913569+00,1,7,worst,erdmoon,116,112
1013,2025-04-18 19:51:21.69703+00,2,0,worst,erdmoon,104,46
1014,2025-04-18 19:51:37.746807+00,2,1,worst,erdmoon,122,89
1015,2025-04-18 19:52:02.664364+00,2,2,worst,erdmoon,70,87
1016,2025-04-18 19:52:10.096606+00,1,6,best,marru01,47,105
1017,2025-04-18 19:52:12.799574+00,2,3,worst,erdmoon,116,110
1018,2025-04-18 19:52:27.915787+00,3,0,worst,erdmoon,122,104
1019,2025-04-18 19:52:36.786323+00,3,1,worst,erdmoon,70,116
1020,2025-04-18 19:52:49.813489+00,4,0,worst,erdmoon,70,122
1021,2025-04-18 19:53:31.12158+00,1,7,best,marru01,98,120
1022,2025-04-18 19:53:58.931853+00,2,0,best,marru01,86,118
1023,2025-04-18 19:54:05.899659+00,4,0,worst,cynique.,96,70
1024,2025-04-18 19:54:09.293572+00,2,1,best,marru01,107,109
1025,2025-04-18 19:54:24.974906+00,2,2,best,marru01,52,65
1026,2025-04-18 19:54:36.995003+00,2,3,best,marru01,47,98
1027,2025-04-18 19:54:42.486963+00,3,0,best,marru01,107,86
1028,2025-04-18 19:54:51.176051+00,3,1,best,marru01,52,47
1029,2025-04-18 19:54:58.485834+00,4,0,best,marru01,107,52
1030,2025-04-18 19:55:09.190058+00,0,0,worst,marru01,108,46
1031,2025-04-18 19:55:32.739778+00,0,1,worst,marru01,79,99
1032,2025-04-18 19:57:22.141463+00,0,2,worst,marru01,104,127
1033,2025-04-18 19:57:33.105899+00,0,3,worst,marru01,51,126
1034,2025-04-18 19:57:49.599508+00,0,4,worst,marru01,53,89
1035,2025-04-18 19:58:00.965972+00,0,5,worst,marru01,93,96
1036,2025-04-18 19:58:09.173422+00,1,0,worst,marru01,108,79
1037,2025-04-18 19:58:16.231481+00,1,1,worst,marru01,104,51
1038,2025-04-18 19:58:28.315453+00,1,2,worst,marru01,93,53
1039,2025-04-18 19:58:35.20058+00,1,3,worst,marru01,113,117
1040,2025-04-18 19:58:53.623535+00,1,4,worst,marru01,122,62
1041,2025-04-18 19:59:01.501412+00,1,5,worst,marru01,87,70
1042,2025-04-18 19:59:09.388219+00,1,6,worst,marru01,110,119
1043,2025-04-18 19:59:29.469671+00,1,7,worst,marru01,112,116
1044,2025-04-18 19:59:39.045049+00,2,0,worst,marru01,104,108
1045,2025-04-18 19:59:44.42411+00,2,1,worst,marru01,93,113
1046,2025-04-18 19:59:53.105937+00,2,2,worst,marru01,87,122
1047,2025-04-18 20:00:14.568974+00,2,3,worst,marru01,110,112
1048,2025-04-18 20:00:25.366341+00,3,0,worst,marru01,104,93
1049,2025-04-18 20:00:39.927228+00,3,1,worst,marru01,87,110
1050,2025-04-18 20:00:50.89407+00,4,0,worst,marru01,104,87
1051,2025-04-18 21:29:24.843915+00,0,0,best,daryl__,45,123
1052,2025-04-18 21:29:39.006914+00,0,1,best,daryl__,118,94
1053,2025-04-18 21:29:49.761214+00,0,2,best,daryl__,86,101
1054,2025-04-18 21:29:58.502421+00,0,3,best,daryl__,91,115
1055,2025-04-18 21:30:12.50262+00,0,4,best,daryl__,121,72
1056,2025-04-18 21:30:25.172046+00,1,0,best,daryl__,45,118
1057,2025-04-18 21:30:30.32832+00,1,1,best,daryl__,86,91
1058,2025-04-18 21:30:36.2547+00,1,2,best,daryl__,109,121
1059,2025-04-18 21:30:49.85224+00,1,3,best,daryl__,107,114
1060,2025-04-18 21:31:00.522136+00,1,4,best,daryl__,61,65
1061,2025-04-18 21:31:06.876065+00,1,5,best,daryl__,52,68
1062,2025-04-18 21:31:18.406762+00,1,6,best,daryl__,47,105
1063,2025-04-18 21:31:32.192683+00,1,7,best,daryl__,98,120
1064,2025-04-18 21:31:40.320415+00,2,0,best,daryl__,86,45
1065,2025-04-18 21:31:49.194635+00,2,1,best,daryl__,109,107
1066,2025-04-18 21:32:01.950292+00,2,2,best,daryl__,52,61
1067,2025-04-18 21:32:14.896128+00,2,3,best,daryl__,98,47
1068,2025-04-18 21:32:21.206969+00,3,0,best,daryl__,86,109
1069,2025-04-18 21:32:32.703161+00,3,1,best,daryl__,52,98
1070,2025-04-18 21:32:37.453567+00,4,0,best,daryl__,86,52
1071,2025-04-18 21:32:50.968871+00,0,0,worst,daryl__,108,46
1072,2025-04-18 21:33:04.449963+00,0,1,worst,daryl__,79,99
1073,2025-04-18 21:33:24.349247+00,0,2,worst,daryl__,104,127
1074,2025-04-18 21:33:39.035222+00,0,3,worst,daryl__,51,126
1075,2025-04-18 21:33:53.37011+00,0,4,worst,daryl__,53,89
1076,2025-04-18 21:34:01.565398+00,0,5,worst,daryl__,93,96
1077,2025-04-18 21:34:09.428126+00,1,0,worst,daryl__,108,79
1078,2025-04-18 21:34:17.926784+00,1,1,worst,daryl__,104,51
1079,2025-04-18 21:34:29.003101+00,1,2,worst,daryl__,93,53
1080,2025-04-18 21:34:39.434874+00,1,3,worst,daryl__,113,117
1081,2025-04-18 21:34:49.662406+00,1,4,worst,daryl__,62,122
1082,2025-04-18 21:34:57.167684+00,1,5,worst,daryl__,70,87
1083,2025-04-18 21:35:03.24704+00,1,6,worst,daryl__,119,124
1084,2025-04-18 21:35:15.439419+00,1,7,worst,daryl__,116,110
1085,2025-04-18 21:35:23.088146+00,2,0,worst,daryl__,108,104
1086,2025-04-18 21:35:38.523984+00,2,1,worst,daryl__,93,113
1087,2025-04-18 21:35:50.02478+00,2,2,worst,daryl__,62,70
1088,2025-04-18 21:35:57.565485+00,2,3,worst,daryl__,116,119
1089,2025-04-18 21:36:04.983192+00,3,0,worst,daryl__,108,93
1090,2025-04-18 21:36:16.074063+00,3,1,worst,daryl__,116,62
1091,2025-04-18 21:36:23.916094+00,4,0,worst,daryl__,108,116
1092,2025-04-19 13:09:17.953949+00,0,0,best,maxcros,123,45
1093,2025-04-19 13:09:45.289724+00,0,1,best,maxcros,118,94
1094,2025-04-19 13:09:54.041693+00,0,2,best,maxcros,86,111
1095,2025-04-19 13:10:00.618051+00,0,3,best,maxcros,101,91
1096,2025-04-19 13:10:08.615763+00,0,4,best,maxcros,115,121
1097,2025-04-19 13:10:14.553959+00,0,5,best,maxcros,72,109
1098,2025-04-19 13:10:32.64674+00,1,0,best,maxcros,123,118
1099,2025-04-19 13:10:37.818032+00,1,1,best,maxcros,86,101
1100,2025-04-19 13:10:43.945176+00,1,2,best,maxcros,72,115
1101,2025-04-19 13:10:55.781951+00,1,3,best,maxcros,107,114
1102,2025-04-19 13:11:02.872851+00,1,4,best,maxcros,61,65
1103,2025-04-19 13:11:15.496325+00,1,5,best,maxcros,68,52
1104,2025-04-19 13:11:28.525768+00,1,6,best,maxcros,105,47
1105,2025-04-19 13:11:53.69222+00,1,7,best,maxcros,120,98
1106,2025-04-19 13:12:05.834878+00,2,0,best,maxcros,123,86
1107,2025-04-19 13:12:17.354162+00,2,1,best,maxcros,72,107
1108,2025-04-19 13:12:31.48287+00,2,2,best,maxcros,61,68
1109,2025-04-19 13:12:47.835395+00,2,3,best,maxcros,105,120
1110,2025-04-19 13:12:53.846387+00,3,0,best,maxcros,72,123
1111,2025-04-19 13:13:05.75557+00,3,1,best,maxcros,61,105
1112,2025-04-19 13:13:24.490119+00,4,0,best,maxcros,72,61
1113,2025-04-19 13:13:51.362639+00,0,0,worst,maxcros,46,108
1114,2025-04-19 13:14:06.544004+00,0,1,worst,maxcros,99,79
1115,2025-04-19 13:14:15.342721+00,0,2,worst,maxcros,104,127
1116,2025-04-19 13:14:19.742178+00,0,3,worst,maxcros,51,126
1117,2025-04-19 13:14:29.039987+00,0,4,worst,maxcros,89,53
1118,2025-04-19 13:14:34.130313+00,0,5,worst,maxcros,93,96
1119,2025-04-19 13:14:41.539472+00,0,6,worst,maxcros,113,117
1120,2025-04-19 13:14:49.916492+00,1,0,worst,maxcros,99,46
1121,2025-04-19 13:14:55.872015+00,1,1,worst,maxcros,104,51
1122,2025-04-19 13:15:03.707364+00,1,2,worst,maxcros,89,93
1123,2025-04-19 13:15:10.753197+00,1,3,worst,maxcros,122,113
1124,2025-04-19 13:15:32.08817+00,1,4,worst,maxcros,62,87
1125,2025-04-19 13:15:44.181808+00,1,5,worst,maxcros,124,70
1126,2025-04-19 13:15:58.515805+00,1,6,worst,maxcros,119,110
1127,2025-04-19 13:16:10.463371+00,1,7,worst,maxcros,116,112
1128,2025-04-19 13:16:28.109677+00,2,0,worst,maxcros,104,99
1129,2025-04-19 13:16:34.507517+00,2,1,worst,maxcros,122,89
1130,2025-04-19 13:16:48.947003+00,2,2,worst,maxcros,62,124
1131,2025-04-19 13:16:54.728702+00,2,3,worst,maxcros,119,116
1132,2025-04-19 13:17:00.253273+00,3,0,worst,maxcros,122,104
1133,2025-04-19 13:17:09.947403+00,3,1,worst,maxcros,62,119
1134,2025-04-19 13:17:15.492438+00,4,0,worst,maxcros,122,62
1135,2025-04-19 13:43:01.872324+00,0,0,best,quetesh,45,123
1136,2025-04-19 13:43:11.233325+00,0,1,best,quetesh,118,94
1137,2025-04-19 13:43:23.906301+00,0,2,best,quetesh,111,86
1138,2025-04-19 13:43:35.040895+00,0,3,best,quetesh,101,91
1139,2025-04-19 13:43:52.023521+00,0,4,best,quetesh,121,115
1140,2025-04-19 13:44:04.148388+00,1,0,best,quetesh,45,118
1141,2025-04-19 13:44:18.038472+00,1,1,best,quetesh,101,111
1142,2025-04-19 13:44:22.875266+00,1,2,best,quetesh,121,72
1143,2025-04-19 13:44:32.78418+00,1,3,best,quetesh,107,109
1144,2025-04-19 13:44:39.850537+00,1,4,best,quetesh,61,114
1145,2025-04-19 13:44:49.160414+00,1,5,best,quetesh,52,68
1146,2025-04-19 13:45:00.779276+00,1,6,best,quetesh,105,47
1147,2025-04-19 13:45:12.767739+00,1,7,best,quetesh,98,120
1148,2025-04-19 13:45:18.250907+00,2,0,best,quetesh,45,101
1149,2025-04-19 13:45:28.354588+00,2,1,best,quetesh,121,107
1150,2025-04-19 13:45:31.685046+00,2,2,best,quetesh,61,52
1151,2025-04-19 13:45:42.109884+00,2,3,best,quetesh,98,105
1152,2025-04-19 13:45:46.273605+00,3,0,best,quetesh,121,45
1153,2025-04-19 13:45:54.778502+00,3,1,best,quetesh,61,98
1154,2025-04-19 13:46:03.575491+00,4,0,best,quetesh,121,61
1155,2025-04-19 13:46:25.326004+00,0,0,worst,quetesh,108,46
1156,2025-04-19 13:46:35.484074+00,0,1,worst,quetesh,79,99
1157,2025-04-19 13:46:44.558366+00,0,2,worst,quetesh,127,104
1158,2025-04-19 13:46:53.261924+00,0,3,worst,quetesh,126,51
1159,2025-04-19 13:47:02.611066+00,0,4,worst,quetesh,93,53
1160,2025-04-19 13:47:12.482519+00,0,5,worst,quetesh,117,96
1161,2025-04-19 13:47:25.618979+00,1,0,worst,quetesh,79,108
1162,2025-04-19 13:47:35.118792+00,1,1,worst,quetesh,127,126
1163,2025-04-19 13:47:42.7095+00,1,2,worst,quetesh,117,93
1164,2025-04-19 13:47:50.187401+00,1,3,worst,quetesh,122,113
1165,2025-04-19 13:47:59.135116+00,1,4,worst,quetesh,87,62
1166,2025-04-19 13:48:09.348061+00,1,5,worst,quetesh,70,124
1167,2025-04-19 13:48:23.393314+00,1,6,worst,quetesh,119,110
1168,2025-04-19 13:48:29.023309+00,1,7,worst,quetesh,116,112
1169,2025-04-19 13:48:39.914241+00,2,0,worst,quetesh,79,127
1170,2025-04-19 13:48:55.863943+00,2,1,worst,quetesh,117,122
1171,2025-04-19 13:49:02.103687+00,2,2,worst,quetesh,70,87
1172,2025-04-19 13:49:17.574977+00,2,3,worst,quetesh,116,119
1173,2025-04-19 13:49:23.693179+00,3,0,worst,quetesh,117,79
1174,2025-04-19 13:49:31.805144+00,3,1,worst,quetesh,116,70
1175,2025-04-19 13:49:36.750277+00,4,0,worst,quetesh,117,116
1176,2025-04-19 14:55:51.062714+00,0,0,best,.palec,45,123
1177,2025-04-19 14:56:19.416004+00,0,1,best,.palec,94,118
1178,2025-04-19 14:56:26.928782+00,0,2,best,.palec,86,111
1179,2025-04-19 14:56:41.206427+00,0,3,best,.palec,101,91
1180,2025-04-19 14:57:01.923316+00,0,4,best,.palec,115,121
1181,2025-04-19 14:57:17.553989+00,1,0,best,.palec,94,45
1182,2025-04-19 14:57:44.931764+00,1,1,best,.palec,86,101
1183,2025-04-19 14:57:52.748765+00,1,2,best,.palec,115,72
1184,2025-04-19 14:58:07.648855+00,1,3,best,.palec,109,107
1185,2025-04-19 14:58:29.333007+00,1,4,best,.palec,114,61
1186,2025-04-19 14:58:45.130675+00,1,5,best,.palec,68,65
1187,2025-04-19 14:58:59.343752+00,1,6,best,.palec,47,52
1188,2025-04-19 14:59:25.225462+00,1,7,best,.palec,105,120
1189,2025-04-19 14:59:55.759096+00,2,0,best,.palec,86,94
1190,2025-04-19 15:00:05.144364+00,2,1,best,.palec,115,109
1191,2025-04-19 15:00:51.101922+00,2,2,best,.palec,68,114
1192,2025-04-19 15:01:11.512408+00,2,3,best,.palec,105,47
1193,2025-04-19 15:01:16.890749+00,3,0,best,.palec,86,115
1194,2025-04-19 15:01:28.607811+00,3,1,best,.palec,105,68
1195,2025-04-19 15:01:40.523823+00,4,0,best,.palec,86,105
1196,2025-04-19 15:02:15.47327+00,0,0,worst,.palec,108,46
1197,2025-04-19 15:02:25.582685+00,0,1,worst,.palec,127,79
1198,2025-04-19 15:02:37.877251+00,0,2,worst,.palec,126,104
1199,2025-04-19 15:02:57.590109+00,0,3,worst,.palec,53,51
1200,2025-04-19 15:03:14.124898+00,0,4,worst,.palec,89,93
1201,2025-04-19 15:03:31.623743+00,0,5,worst,.palec,96,117
1202,2025-04-19 15:03:42.314709+00,1,0,worst,.palec,127,108
1203,2025-04-19 15:03:59.821162+00,1,1,worst,.palec,126,53
1204,2025-04-19 15:06:04.807554+00,1,2,worst,.palec,96,89
1205,2025-04-19 15:09:00.572102+00,1,3,worst,.palec,122,113
1206,2025-04-19 15:09:38.81598+00,1,4,worst,.palec,62,87
1207,2025-04-19 15:11:01.79615+00,1,5,worst,.palec,124,70
1208,2025-04-19 15:12:55.677014+00,1,6,worst,.palec,119,110
1209,2025-04-19 15:14:27.420038+00,1,7,worst,.palec,112,116
1210,2025-04-19 15:14:39.482494+00,2,0,worst,.palec,127,126
1211,2025-04-19 15:15:13.012416+00,2,1,worst,.palec,96,122
1212,2025-04-19 15:15:31.664066+00,2,2,worst,.palec,62,124
1213,2025-04-19 15:15:56.416715+00,2,3,worst,.palec,119,112
1214,2025-04-19 15:16:35.87699+00,3,0,worst,.palec,127,96
1215,2025-04-19 15:21:45.490015+00,3,1,worst,.palec,62,119
1216,2025-04-19 15:22:05.292381+00,4,0,worst,.palec,127,62
1217,2025-04-20 12:27:45.286221+00,0,0,best,.omnira,45,123
1218,2025-04-20 12:27:56.88286+00,0,1,best,.omnira,94,118
1219,2025-04-20 12:28:07.448062+00,0,2,best,.omnira,86,111
1220,2025-04-20 12:28:15.496878+00,0,3,best,.omnira,91,101
1221,2025-04-20 12:28:25.715184+00,0,4,best,.omnira,115,121
1222,2025-04-20 12:28:29.500919+00,1,0,best,.omnira,45,94
1223,2025-04-20 12:28:35.863412+00,1,1,best,.omnira,91,86
1224,2025-04-20 12:28:39.405206+00,1,2,best,.omnira,115,72
1225,2025-04-20 12:28:44.950913+00,1,3,best,.omnira,107,109
1226,2025-04-20 12:28:55.342932+00,1,4,best,.omnira,114,61
1227,2025-04-20 12:29:00.206473+00,1,5,best,.omnira,68,65
1228,2025-04-20 12:29:05.980566+00,1,6,best,.omnira,52,105
1229,2025-04-20 12:29:15.039099+00,1,7,best,.omnira,98,120
1230,2025-04-20 12:29:18.804355+00,2,0,best,.omnira,45,91
1231,2025-04-20 12:29:32.368024+00,2,1,best,.omnira,115,107
1232,2025-04-20 12:29:36.149853+00,2,2,best,.omnira,68,114
1233,2025-04-20 12:29:48.116842+00,2,3,best,.omnira,52,98
1234,2025-04-20 12:29:54.228194+00,3,0,best,.omnira,115,45
1235,2025-04-20 12:30:01.853654+00,3,1,best,.omnira,68,52
1236,2025-04-20 12:30:07.042612+00,4,0,best,.omnira,115,68
1237,2025-04-20 12:30:14.23643+00,0,0,worst,.omnira,99,108
1238,2025-04-20 12:30:24.379379+00,0,1,worst,.omnira,127,79
1239,2025-04-20 12:30:32.218123+00,0,2,worst,.omnira,104,126
1240,2025-04-20 12:30:38.369714+00,0,3,worst,.omnira,51,53
1241,2025-04-20 12:30:48.838063+00,0,4,worst,.omnira,89,93
1242,2025-04-20 12:30:54.004498+00,0,5,worst,.omnira,96,117
1243,2025-04-20 12:31:00.829722+00,1,0,worst,.omnira,127,99
1244,2025-04-20 12:31:04.947889+00,1,1,worst,.omnira,104,51
1245,2025-04-20 12:31:10.464837+00,1,2,worst,.omnira,89,96
1246,2025-04-20 12:31:17.167052+00,1,3,worst,.omnira,122,113
1247,2025-04-20 12:31:24.838493+00,1,4,worst,.omnira,87,62
1248,2025-04-20 12:31:32.641061+00,1,5,worst,.omnira,124,70
1249,2025-04-20 12:31:37.35871+00,1,6,worst,.omnira,110,119
1250,2025-04-20 12:31:43.122013+00,1,7,worst,.omnira,112,116
1251,2025-04-20 12:31:46.581819+00,2,0,worst,.omnira,104,127
1252,2025-04-20 12:31:51.294547+00,2,1,worst,.omnira,122,89
1253,2025-04-20 12:31:56.797544+00,2,2,worst,.omnira,87,124
1254,2025-04-20 12:32:06.740849+00,2,3,worst,.omnira,112,110
1255,2025-04-20 12:32:10.1455+00,3,0,worst,.omnira,122,104
1256,2025-04-20 12:32:15.775642+00,3,1,worst,.omnira,87,112
1257,2025-04-20 12:32:19.242675+00,4,0,worst,.omnira,122,87